fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
2023-10-01,24.43,41.6,3.12,11.23,17.2
2023-11-01,25.88,49.31,2.91,10.46,40.92
2023-12-01,24.95,68.1,2.51,9.03,192.36
2024-01-01,25.65,65.99,2.17,7.81,89.51
2024-02-01,24.76,69.5,1.9,6.83,242.74
2024-03-01,23.97,74.17,1.69,6.07,107.71
2024-04-01,20.83,75.38,1.94,6.97,90.88
2024-05-01,14.13,64.04,2.48,8.94,8.16
2024-06-01,17.03,48.34,2.04,7.33,1.83
2024-07-01,13.11,44.87,2.19,7.88,0.12
2024-08-01,16.56,36.0,2.56,9.21,1.8
2024-09-01,22.3,33.47,2.49,8.95,1.91
2024-10-01,24.17,51.17,2.64,9.5,64.86
2024-11-01,23.0,72.04,2.35,8.46,181.18
2024-12-01,24.3,59.41,2.61,9.41,30.08
2025-01-01,24.44,67.15,2.02,7.28,191.41
2025-02-01,25.76,65.12,1.72,6.2,163.93
2025-03-01,21.38,80.39,2.23,8.02,142.06
2025-04-01,17.94,77.86,2.0,7.21,42.31
2025-05-01,17.68,69.13,1.88,6.77,17.05
2025-06-01,12.62,61.23,2.13,7.66,4.38
2025-07-01,14.59,57.56,2.1,7.55,2.53
2025-08-01,13.25,60.35,1.01,3.65,25.5
2025-09-01,,,,,0.0
